"","report_id","AGENT","IS_LOCAL","EDU_LEVEL","MARRY_STATUS","SALARY","HAS_FUND","Y","gender","domicile","debt_amount","loantype1_cnt","loantype2_cnt","loantype3_cnt","guarantee1_cnt","guarantee2_cnt","query1","query2","query3","account1","account2","account3","balance_sum","institutions_cnt","used_amount_sum","ovd_yuqi_n1","ovd_yuqi_n2","ovd_yuqi_n3"
"13393",3169517,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","350781",32440,0,1,0,0,3,9,0,5,1,0,1,673,3,14885,0,1,2
"13394",3169625,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","341181",4565,0,3,0,0,1,0,0,5,1,0,1,1601,2,390,0,0,2
"13395",3169748,"missing","本地籍","本科","未婚",-1,0,0,"男","211003",98500,0,3,0,0,5,6,0,6,1,0,1,38550,7,55217,0,0,1
"13396",3169798,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","320911",376109,0,2,1,0,3,3,0,3,1,0,1,339834,5,2861,0,1,2
"13397",3169807,"APP","本地籍","未知","已婚",2,1,0,"女","320611",34400,0,0,0,0,7,1,0,5,0,0,1,0,5,28661,0,0,4
"13398",3169811,"APP","本地籍","未知","已婚",7,1,0,"女","110101",603662,0,2,0,0,8,6,0,5,1,0,1,141129,9,147479,0,0,0
"13399",3169931,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","220621",5000,0,0,0,0,1,2,0,0,0,0,1,0,1,44,0,0,0
"13400",3170191,"APP","非本地籍","未知","已婚",3,0,0,"男","350583",8500,0,2,0,0,1,7,0,4,1,0,1,4500,3,360,0,0,0
"13401",3170213,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","120224",27000,0,1,0,0,8,19,0,1,1,0,1,2400,5,14114,0,0,1
"13402",3170246,"missing","非本地籍","本科","未婚",-1,0,0,"男","142230",825318,30,16,1,0,8,7,1,24,1,0,1,635498,16,48910,0,2,0
"13403",3170509,"APP","本地籍","未知","已婚",5,0,0,"男","131026",15800,0,1,0,0,2,4,0,4,1,0,1,1538,3,3851,0,0,0
"13404",3170593,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","330224",21107,0,2,0,0,2,6,0,3,1,0,1,5741,4,12787,0,0,0
"13405",3170690,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","230202",285175,0,4,1,0,8,4,0,14,1,0,1,102392,11,100490,0,0,2
"13406",3170878,"APP","非本地籍","专科及以下","已婚",4,0,1,"男","231085",39500,0,4,0,0,1,5,0,8,1,0,1,30500,5,1583,0,0,0
"13407",3170889,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","210121",72400,0,0,0,0,8,9,1,2,0,0,1,0,6,72074,0,0,5
"13408",3170910,"APP","本地籍","未知","离婚",7,1,0,"男","320682",1105150,1,6,1,0,10,14,2,21,1,0,1,673379,15,144136,0,1,1
"13409",3170922,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","330184",24500,0,2,0,0,6,4,0,8,1,0,1,4300,6,15174,0,0,2
"13410",3170951,"missing","本地籍","本科","已婚",-1,0,0,"女","330903",372655,8,12,1,0,10,11,0,12,1,1,1,206090,16,91726,0,0,7
"13411",3171278,"missing","非本地籍","本科","未婚",-1,1,0,"男","350583",783800,0,3,0,0,7,8,0,9,1,0,1,537295,7,250207,0,0,0
"13412",3171307,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","370611",154701,0,5,0,0,7,5,0,4,1,1,1,61762,10,57175,0,0,1
"13413",3171359,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","410425",31300,0,2,0,0,4,8,0,5,1,0,1,15800,5,13054,0,0,1
"13414",3171521,"APP","本地籍","未知","已婚",6,1,0,"女","370883",137500,1,1,0,0,4,15,0,7,1,0,1,30000,7,80570,0,0,2
"13415",3171785,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","132404",98284,0,3,0,0,4,8,0,6,1,0,1,8435,7,35038,0,0,0
"13416",3171857,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","320683",68200,0,4,0,0,6,15,0,3,1,0,1,10254,10,34557,0,0,0
"13417",3171858,"rongzhijia","非本地籍","专科及以下","未婚",3,0,1,"男","320705",251752,0,10,0,0,13,19,0,19,1,0,1,27783,13,88685,0,0,1
"13418",3172288,"others","本地籍","未知","已婚",7,0,0,"女","142701",119400,0,2,0,0,5,15,3,4,1,0,1,13272,5,38089,0,0,1
"13419",3172392,"APP","本地籍","未知","已婚",3,0,0,"男","342501",50804,0,4,0,0,4,8,0,4,1,1,1,8884,6,31015,0,0,1
"13420",3172834,"APP","本地籍","本科","未婚",2,1,0,"男","320586",101000,0,2,0,0,9,11,0,6,1,1,1,12500,10,68464,0,0,3
"13421",3173813,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","231027",159651,0,0,0,0,5,4,0,2,0,0,1,0,3,9969,0,0,0
"13422",3173840,"APP","本地籍","专科及以下","已婚",4,0,0,"男","330424",129000,0,0,0,0,7,6,0,0,0,0,1,0,5,68796,0,0,3
"13423",3175302,"missing","非本地籍","专科及以下","未婚",-1,1,0,"女","321322",12500,0,1,0,0,1,17,0,6,1,0,1,3915,3,4095,0,0,2
"13424",3176445,"APP","非本地籍","未知","已婚",2,0,0,"男","341227",2000,0,0,0,0,1,5,0,0,0,0,1,0,1,1963,0,0,1
"13425",3176930,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","320911",155500,0,7,0,0,7,4,2,11,1,0,1,20385,9,123750,0,0,4
"13426",3176939,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","320382",45959,3,2,0,0,5,12,1,6,1,0,1,24388,7,15537,0,0,3
"13427",3177105,"missing","非本地籍","专科及以下","未婚",-1,0,0,"女","350524",562200,0,6,1,0,6,23,0,13,1,1,1,427546,12,114679,0,2,2
"13428",3177340,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350621",202245,1,4,0,0,8,19,1,13,1,0,1,125584,10,47118,0,0,0
"13429",3177408,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","350621",105600,0,1,0,0,6,8,0,11,1,0,1,5700,6,67919,0,0,1
"13430",3177446,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","230224",333692,0,10,0,0,11,7,0,7,1,0,1,53980,14,154145,0,1,2
"13431",3177485,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","410322",84530,0,3,0,0,3,0,0,4,1,0,1,25493,5,16369,0,0,2
"13432",3177570,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","342622",4000,0,0,0,0,3,1,0,5,0,0,1,0,2,1003,0,1,2
"13433",3177736,"missing","非本地籍","本科","已婚",-1,0,0,"男","310109",131000,0,1,0,0,13,9,0,3,1,1,1,4000,9,122658,0,0,2
"13434",3177845,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","350802",48900,0,2,0,0,3,9,1,12,1,0,1,5599,5,42216,0,0,0
"13435",3177963,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","350721",44500,0,3,0,0,1,1,0,2,1,0,1,12621,2,30329,0,0,0
"13436",3178088,"missing","非本地籍","本科","已婚",-1,1,0,"男","412723",67255,0,2,0,0,2,9,0,6,1,0,1,25255,3,45857,0,0,4
"13437",3178201,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","342423",56000,0,2,0,0,4,5,0,3,1,0,1,17319,5,22587,0,0,0
"13438",3178307,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","140107",73441,0,5,0,0,2,3,0,6,1,0,1,35407,8,15278,0,0,1
"13439",3178591,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","232303",196999,0,0,0,0,6,4,0,1,0,0,1,0,4,44886,0,0,0
"13440",3178670,"missing","非本地籍","本科","已婚",-1,0,0,"女","362301",135071,0,7,0,0,10,10,0,14,1,1,1,31602,11,72919,0,0,7
"13441",3179062,"wechat","非本地籍","专科及以下","未婚",2,1,0,"男","340222",93368,0,9,0,0,10,34,1,21,1,0,1,25454,16,50630,0,0,4
"13442",3179442,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","320124",131862,1,7,0,0,20,20,0,5,1,0,1,25312,17,44588,0,0,2
"13443",3179542,"rongzhijia","本地籍","本科","已婚",6,1,0,"男","420106",505549,0,0,1,0,18,2,0,3,1,0,1,160358,6,168658,0,3,0
"13444",3179846,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","410482",42300,0,4,0,0,7,33,0,3,1,0,1,16300,8,11055,0,0,0
"13445",3179889,"APP","本地籍","未知","已婚",2,1,1,"男","140502",12000,0,0,0,0,11,7,0,6,0,0,1,0,3,720,0,0,0
"13446",3180027,"wechat","本地籍","未知","未婚",3,0,0,"男","420504",37801,0,3,0,0,4,2,1,6,1,0,1,9224,5,23959,0,0,0
"13447",3180109,"wechat","非本地籍","未知","已婚",3,1,0,"女","330382",43902,2,2,0,0,2,2,0,6,1,1,1,6173,6,22522,0,5,2
"13448",3180340,"APP","本地籍","本科","已婚",3,1,0,"男","352227",175001,0,0,0,0,7,4,3,0,0,0,1,0,6,74288,0,0,0
"13449",3180357,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","411024",171000,0,2,0,0,3,4,0,6,1,1,1,32862,5,77900,0,1,0
"13450",3180370,"APP","本地籍","未知","已婚",6,0,0,"男","320102",431791,0,2,0,0,13,6,0,5,1,0,1,11276,10,138784,0,0,0
"13451",3181809,"APP","本地籍","专科及以下","已婚",3,0,0,"女","130221",179900,0,4,0,0,7,12,0,5,1,0,1,62025,10,71194,0,1,0
"13452",3182861,"others","本地籍","未知","已婚",3,0,0,"男","370321",55900,0,1,0,0,11,10,2,8,1,0,1,1100,8,75982,0,1,0
"13453",3182868,"APP","本地籍","未知","已婚",6,0,0,"女","430223",60000,0,0,0,0,4,10,0,5,0,0,1,0,3,25468,0,0,2
"13454",3183216,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","130130",34673,0,8,0,0,2,1,0,10,1,0,1,24844,7,7268,0,0,1
"13455",3183316,"missing","非本地籍","专科及以下","已婚",-1,1,1,"男","141034",40485,0,7,0,0,4,7,0,6,1,0,1,14082,7,15022,0,0,1
"13456",3183403,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","130184",9023,0,2,0,0,3,9,0,3,1,0,1,4445,3,2406,0,1,0
"13457",3183409,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350321",136165,4,2,0,0,10,18,0,13,1,0,1,10783,12,95272,0,0,2
"13458",3183950,"APP","本地籍","未知","已婚",4,0,0,"男","350627",203700,1,2,0,0,5,8,0,5,1,0,1,82408,7,114877,0,0,0
"13459",3184072,"missing","本地籍","专科及以下","未婚",-1,0,0,"男","330501",19000,0,1,0,0,1,2,0,4,1,0,1,7500,2,859,0,0,0
"13460",3184147,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","110228",56601,0,1,0,0,3,1,0,1,1,0,1,10000,4,1023,0,0,2
"13461",3184202,"APP","本地籍","专科及以下","未婚",5,0,1,"男","130503",285086,0,6,0,0,9,10,0,13,1,0,1,111414,12,91559,0,0,0
"13462",3184247,"APP","本地籍","本科","已婚",4,0,0,"男","220102",152000,0,1,0,0,7,11,0,2,1,0,1,22500,6,80991,0,0,1
"13463",3184391,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","350105",22000,0,0,0,0,5,1,0,0,0,0,1,0,3,18951,0,0,0
"13464",3184653,"missing","本地籍","未知","已婚",-1,0,0,"女","330282",26300,0,6,0,0,1,2,0,6,1,0,1,11567,6,1947,0,0,0
"13465",3184704,"APP","本地籍","本科","已婚",6,0,0,"男","210724",253600,0,3,0,0,10,10,0,8,1,0,1,40100,11,103613,0,0,0
"13466",3184714,"missing","本地籍","专科及以下","已婚",-1,0,1,"男","140302",33939,0,6,0,0,2,3,0,7,1,0,1,15485,8,14250,0,0,2
"13467",3185236,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","320122",22645,0,4,0,0,6,0,1,6,1,0,1,6515,4,11615,0,0,3
"13468",3185276,"missing","本地籍","未知","已婚",-1,0,0,"男","410105",1010,0,1,0,0,2,4,0,4,1,0,1,1000,2,0,0,0,1
"13469",3185289,"missing","非本地籍","专科及以下","已婚",-1,1,1,"男","130822",5000,0,0,0,0,1,1,0,4,0,0,1,0,1,3053,0,0,1
"13470",3185296,"missing","非本地籍","本科","未婚",-1,1,0,"男","410225",305457,2,11,0,0,10,4,0,11,1,0,1,82930,15,82373,0,0,3
"13471",3185355,"missing","本地籍","本科","已婚",-1,1,0,"男","210921",124609,0,16,0,0,2,8,1,7,1,0,1,83649,4,5215,0,0,0
"13472",3185691,"missing","本地籍","专科及以下","已婚",-1,1,1,"男","130428",67996,0,12,0,0,1,6,1,14,1,0,1,39617,10,12456,0,0,0
"13473",3185929,"wechat","本地籍","本科","离婚",6,0,0,"女","350427",222076,0,7,0,0,8,9,0,8,1,0,1,87614,10,111251,0,0,3
"13474",3185939,"missing","本地籍","专科及以下","未婚",-1,1,1,"男","130632",10000,0,0,0,0,1,18,0,9,0,0,1,0,1,0,0,0,1
"13475",3186111,"APP","非本地籍","未知","已婚",3,0,0,"男","340121",80500,0,5,0,0,9,14,0,10,1,0,1,15484,10,33938,0,0,4
"13476",3186153,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","222302",36000,0,0,0,0,4,12,0,2,0,0,1,0,4,23275,0,0,2
"13477",3186344,"APP","非本地籍","未知","已婚",4,0,0,"女","430511",589700,0,7,1,0,8,3,0,7,1,0,1,392999,10,126008,0,1,3
"13478",3186520,"APP","本地籍","未知","已婚",3,0,0,"男","211022",41000,0,0,0,0,3,4,0,3,0,0,1,0,3,25889,0,0,1
"13479",3186758,"missing","本地籍","专科及以下","未婚",-1,1,0,"女","330721",26550,0,2,0,0,3,2,0,5,1,0,1,7945,4,10639,0,0,0
"13480",3186764,"wechat","本地籍","专科及以下","已婚",5,1,0,"女","350121",160400,0,1,0,0,10,5,0,3,1,0,1,3600,8,123119,0,0,0
"13481",3186820,"others","本地籍","未知","未婚",2,0,1,"女","210781",26488,0,7,0,0,4,6,1,7,1,0,1,7446,6,9811,0,0,2
"13482",3187739,"APP","本地籍","专科及以下","已婚",3,0,0,"女","410822",47901,0,1,0,0,5,6,2,7,1,0,1,15900,4,22648,0,0,0
"13483",3187860,"wechat","非本地籍","专科及以下","已婚",6,0,0,"男","340881",39500,0,1,0,0,8,8,0,3,1,0,1,4667,6,19054,0,0,1
"13484",3187970,"others","本地籍","专科及以下","已婚",6,0,0,"男","410928",332000,1,0,0,0,2,3,2,3,1,0,1,3e+05,4,31788,0,0,1
"13485",3188035,"missing","本地籍","本科","已婚",-1,1,0,"女","211302",15069,0,0,0,0,3,0,0,0,0,0,1,0,3,3808,0,0,2
"13486",3188530,"missing","本地籍","硕士及以上","已婚",-1,0,0,"男","420124",41600,0,1,0,0,6,1,0,10,1,0,1,9975,5,18565,0,0,4
"13487",3188543,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","350322",22474,0,3,0,0,4,7,0,5,1,0,1,3594,6,12309,0,1,3
"13488",3188821,"wechat","非本地籍","未知","已婚",5,0,0,"男","362427",718530,0,4,1,0,12,13,0,12,1,0,1,520557,13,54209,0,0,1
"13489",3188875,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","360782",64200,0,6,0,0,6,22,0,14,1,0,1,25241,11,40078,0,0,1
"13490",3188921,"APP","非本地籍","未知","已婚",4,0,0,"男","320921",4000,0,1,0,0,2,3,0,5,1,0,1,2000,2,1746,0,0,0
"13491",3189207,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","210321",232092,0,8,0,0,4,1,0,5,1,0,1,83885,7,63266,0,0,0
"13492",3189226,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","340202",74400,0,8,0,0,4,0,1,13,1,0,1,32620,8,5827,0,0,5
"13493",3189321,"missing","本地籍","专科及以下","已婚",-1,1,0,"女","421022",61000,0,1,0,0,3,11,0,10,1,0,1,11434,4,26980,0,1,0
"13494",3189390,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","412702",45000,0,2,0,0,17,14,0,8,1,0,1,9000,7,23408,0,0,1
"13495",3189755,"wechat","本地籍","专科及以下","已婚",-1,1,0,"男","330327",526343,1,6,0,0,15,8,1,12,1,0,1,124894,18,196450,0,0,0
"13496",3189826,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","310104",199365,0,10,0,0,13,28,0,15,1,0,1,17397,13,25479,0,0,1
"13497",3189890,"missing","本地籍","专科及以下","已婚",-1,1,1,"男","130631",36100,0,1,0,0,5,5,0,5,1,0,1,4125,4,21409,0,0,1
"13498",3189957,"APP","非本地籍","未知","未婚",3,0,0,"男","410381",2000,0,0,0,0,1,4,0,2,0,0,1,0,1,528,0,0,0
"13499",3190031,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","430623",61499,0,2,0,0,5,5,0,4,1,0,1,10395,5,21597,0,1,2
"13500",3190032,"missing","本地籍","本科","未婚",-1,1,0,"男","430221",22900,0,7,0,0,2,2,0,4,1,0,1,10954,6,6131,0,0,0
"13501",3190050,"others","本地籍","未知","已婚",3,0,1,"男","320683",29200,0,0,0,0,4,21,0,4,0,0,1,0,3,9141,0,0,1
"13502",3190116,"missing","非本地籍","专科及以下","已婚",-1,0,0,"女","412822",309586,0,0,0,0,12,12,0,0,0,0,1,0,9,254963,0,0,0
"13503",3190132,"APP","非本地籍","本科","未婚",3,0,0,"男","220181",27000,0,1,0,0,3,2,0,1,1,0,1,5391,3,6511,0,0,1
"13504",3190190,"APP","非本地籍","未知","已婚",5,0,0,"女","352225",1908138,23,1,1,0,11,6,0,15,1,0,1,1696650,11,141543,0,1,6
"13505",3190452,"APP","本地籍","未知","已婚",4,1,0,"男","370686",86100,0,6,0,0,3,3,0,4,1,0,1,23458,4,21611,0,2,2
"13506",3190479,"wechat","非本地籍","专科及以下","已婚",5,0,0,"男","430521",37400,0,4,0,0,4,4,0,1,1,0,1,5384,6,10229,0,0,0
"13507",3190484,"wechat","非本地籍","专科及以下","已婚",4,1,0,"女","350525",415000,0,3,0,0,8,16,0,9,1,0,1,36667,10,223102,0,0,0
"13508",3190499,"missing","非本地籍","专科及以下","已婚",-1,0,0,"男","410727",38500,0,2,0,0,6,4,0,4,1,0,1,4200,7,34840,0,0,0
"13509",3190627,"wechat","本地籍","专科及以下","已婚",-1,0,0,"男","352229",80800,0,14,0,0,5,8,0,7,1,0,1,24368,7,33829,0,0,3
"13510",3190903,"missing","非本地籍","专科及以下","已婚",-1,1,0,"女","220322",66329,0,6,0,0,2,10,0,12,1,0,1,35891,7,12079,0,0,1
"13511",3191158,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","350182",628400,0,12,0,1,12,13,0,14,1,0,1,226620,17,286152,0,0,0
"13512",3191175,"others","非本地籍","本科","丧偶",4,1,0,"女","370681",126830,0,4,0,0,6,6,0,9,1,0,1,56510,9,54060,0,0,2
"13513",3191214,"APP","非本地籍","未知","已婚",7,0,0,"男","320981",313000,0,4,0,0,12,18,0,24,1,0,1,178300,11,85463,0,3,4
"13514",3191369,"wechat","非本地籍","未知","已婚",2,1,0,"女","132629",15073,0,1,0,0,2,8,0,4,1,0,1,1152,3,8150,0,0,0
"13515",3191386,"missing","非本地籍","本科","已婚",-1,0,0,"男","142723",237928,0,10,1,0,10,11,0,15,1,0,1,64231,13,107189,0,0,2
"13516",3191414,"missing","本地籍","专科及以下","已婚",-1,0,0,"男","210103",31000,0,1,0,0,9,7,0,3,1,0,1,1666,4,30690,0,0,4
"13517",3191484,"missing","本地籍","专科及以下","未婚",-1,1,0,"男","330328",15100,0,2,0,0,4,10,0,5,1,0,1,1773,5,7158,0,0,0
"13518",3191901,"rongzhijia","本地籍","本科","已婚",6,0,0,"男","330522",1237076,0,13,1,0,13,12,1,8,1,1,1,361181,19,190372,0,0,2
"13519",3192006,"others","非本地籍","未知","已婚",3,1,0,"男","370724",20000,0,0,0,0,2,13,0,3,0,0,1,0,2,11547,0,0,0
"13520",3192178,"APP","本地籍","未知","已婚",4,0,0,"男","413026",51400,0,4,0,0,3,12,0,5,1,0,1,35108,5,8998,0,0,0
"13521",3192188,"APP","本地籍","未知","已婚",3,0,0,"女","220182",331175,0,2,1,0,3,5,0,8,1,0,1,280401,5,27515,0,0,2
"13522",3192431,"missing","非本地籍","本科","未婚",-1,0,0,"男","232301",94000,0,1,0,0,4,3,0,4,1,1,1,1000,5,82176,0,0,4
"13523",3192445,"missing","非本地籍","本科","未婚",-1,1,0,"男","142328",45798,4,7,0,0,1,7,0,10,1,0,1,29783,5,11131,0,0,0
"13524",3192652,"APP","本地籍","未知","已婚",3,0,0,"男","230904",30000,0,0,0,0,1,1,0,0,0,0,1,0,2,356,0,0,0
"13525",3192822,"APP","本地籍","本科","已婚",3,1,0,"男","230523",405000,0,0,0,0,4,3,0,0,1,0,1,278663,6,19943,0,1,2
"13526",3192985,"APP","本地籍","未知","已婚",4,0,0,"男","411502",45475,0,2,0,0,4,10,0,2,1,0,1,20217,6,10910,0,0,1
"13527",3193007,"others","非本地籍","未知","已婚",3,1,0,"男","430527",68200,0,2,0,0,7,10,0,4,1,0,1,7272,8,22876,0,0,0
"13528",3194051,"APP","非本地籍","专科及以下","已婚",5,1,0,"男","330327",522928,1,0,0,0,9,2,0,7,1,0,1,3e+05,6,82968,0,0,1
"13529",3194061,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","352225",30000,0,7,0,0,4,0,0,3,1,0,1,18000,4,14331,0,0,0
"13530",3194062,"APP","本地籍","未知","未婚",2,0,0,"男","362301",21700,0,2,0,0,2,3,0,4,1,0,1,5475,4,2837,0,0,0
"13531",3194188,"wechat","本地籍","专科及以下","已婚",-1,0,0,"女","352623",82600,0,4,0,0,5,12,0,6,1,0,1,41337,6,34530,0,0,1
"13532",3194234,"others","非本地籍","未知","已婚",5,0,0,"男","342221",79360,0,3,0,0,9,8,0,3,1,0,1,5047,8,36627,0,0,2
"13533",3194659,"APP","本地籍","未知","已婚",3,0,0,"男","350124",74800,0,1,0,0,6,15,0,10,1,0,1,6800,6,49248,0,0,2
"13534",3194775,"missing","本地籍","本科","已婚",-1,0,0,"男","330802",611300,3,9,0,0,5,11,3,11,1,0,1,553474,11,38851,0,2,5
"13535",3194956,"missing","本地籍","专科及以下","已婚",-1,1,1,"男","320682",67124,1,5,0,0,3,4,0,8,1,0,1,51141,6,10916,0,0,0
"13536",3195040,"APP","非本地籍","未知","已婚",6,1,0,"女","350823",683202,0,1,1,0,6,16,0,8,1,0,1,494069,10,157660,0,1,0
"13537",3195044,"missing","本地籍","本科","已婚",-1,0,0,"男","360402",371852,0,12,1,0,3,1,0,13,1,0,1,247950,13,46275,0,0,2
"13538",3195076,"APP","非本地籍","未知","已婚",5,1,0,"男","420621",3000,0,0,0,0,1,6,0,3,0,0,1,0,1,1062,0,0,1
"13539",3195349,"others","本地籍","未知","已婚",2,1,0,"女","321322",64000,0,1,0,0,5,9,0,0,1,0,1,1000,7,23021,0,0,0
"13540",3195356,"APP","非本地籍","专科及以下","离婚",7,0,0,"男","342531",56000,0,1,0,0,1,0,0,2,1,0,1,6000,2,12873,0,0,1
"13541",3195361,"missing","本地籍","本科","未婚",-1,1,0,"男","360702",82744,0,3,0,0,9,11,0,4,1,1,1,3502,9,72842,0,0,2
"13542",3195509,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","330326",44900,0,2,0,0,4,23,0,12,1,0,1,6585,6,28853,0,0,0
"13543",3195538,"APP","非本地籍","未知","已婚",2,0,0,"女","320826",4498,0,1,0,0,2,7,0,3,1,0,1,1793,2,1634,0,0,0
"13544",3195727,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","321284",5000,0,0,0,0,2,5,0,4,0,0,1,0,2,4153,0,2,1
"13545",3195786,"missing","本地籍","本科","未婚",-1,1,0,"女","370827",14566,0,2,0,0,2,1,0,1,1,0,1,4169,4,1453,0,0,0
"13546",3195796,"rongzhijia","本地籍","未知","未婚",3,0,0,"男","352230",47300,0,4,0,0,6,3,1,10,1,0,1,14800,6,20260,0,0,1
"13547",3196004,"missing","非本地籍","专科及以下","未婚",-1,0,0,"男","310228",108249,0,11,0,0,4,12,0,14,1,0,1,64006,14,25847,0,0,2
"13548",3196129,"others","非本地籍","本科","已婚",4,1,0,"男","422801",74000,0,0,0,0,7,8,0,0,0,0,1,0,4,38742,0,0,3
"13549",3196263,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","320602",23687,0,9,0,0,8,9,0,13,1,0,1,7548,8,7353,0,0,2
"13550",3196317,"wechat","非本地籍","未知","已婚",4,0,0,"男","362131",284430,0,3,0,0,9,12,0,5,1,0,1,152711,10,90140,0,0,2
"13551",3196409,"missing","非本地籍","本科","其他",-1,0,0,"男","310227",279788,0,3,0,0,16,2,1,6,1,1,1,21962,15,170483,0,0,2
"13552",3196557,"missing","本地籍","专科及以下","已婚",-1,1,1,"男","130224",58800,0,4,0,0,7,17,1,7,1,0,1,8563,10,49126,0,0,0
"13553",3196676,"wechat","本地籍","专科及以下","未婚",3,0,0,"男","410782",171200,0,2,0,0,8,11,0,7,1,0,1,16273,8,78068,0,0,4
"13554",3196722,"missing","非本地籍","专科及以下","离异",-1,1,0,"男","372832",100020,0,1,0,0,6,9,0,2,1,0,1,2500,6,69183,0,0,2
"13555",3197116,"missing","本地籍","专科及以下","未婚",-1,0,0,"女","330523",51433,0,3,0,0,11,1,0,4,1,0,1,5653,9,43484,0,0,5
"13556",3197339,"wechat","非本地籍","专科及以下","已婚",-1,0,0,"男","350521",189200,0,1,0,0,8,6,1,0,1,0,1,5833,7,107780,0,0,0
"13557",3198098,"APP","非本地籍","专科及以下","已婚",3,0,0,"男","320922",57900,0,3,0,0,1,5,0,10,1,0,1,30433,4,22285,0,0,0
"13558",3198252,"others","本地籍","未知","未婚",3,1,0,"女","370102",90908,0,0,0,0,8,0,0,0,0,0,1,0,7,27946,0,0,1
"13559",3198505,"wechat","本地籍","未知","已婚",3,0,0,"女","411123",37345,0,6,0,0,3,10,1,12,1,0,1,26760,6,6697,0,0,0
"13560",3198533,"missing","本地籍","专科及以下","已婚",-1,0,0,"女","410104",364226,0,10,0,0,15,12,2,1,1,0,1,37422,8,42166,0,0,0
"13561",3198568,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","371421",11001,0,0,0,0,3,3,0,1,0,1,1,0,2,5331,0,0,0
"13562",3198638,"missing","非本地籍","本科","已婚",-1,0,0,"男","220502",111000,0,1,0,0,4,2,0,2,1,0,1,25500,4,62206,0,0,0
"13563",3198644,"missing","本地籍","本科","未婚",-1,0,0,"男","370724",16130,0,2,0,0,1,5,0,2,1,0,1,6364,3,8010,0,0,1
"13564",3198661,"wechat","非本地籍","未知","已婚",7,1,0,"女","350681",3000,0,0,0,0,2,8,0,3,0,0,1,0,1,0,0,0,0
"13565",3198765,"missing","非本地籍","专科及以下","未婚",-1,1,0,"男","411381",109400,0,1,0,0,12,12,0,8,1,0,1,3667,9,77891,0,0,0
"13566",3198774,"missing","非本地籍","专科及以下","已婚",-1,1,0,"男","332528",8300,0,2,0,0,2,4,1,4,1,0,1,5103,3,1551,0,0,0
"13567",3198820,"APP","非本地籍","专科及以下","未婚",5,0,0,"男","220402",33000,0,0,0,0,9,1,0,3,0,0,1,0,5,20611,0,0,3
"13568",3198822,"APP","本地籍","专科及以下","已婚",3,0,0,"男","230622",36500,0,4,0,0,7,13,0,6,1,0,1,5500,8,30979,0,0,1
"13569",3198861,"missing","本地籍","专科及以下","已婚",-1,1,0,"男","130634",232591,0,1,1,0,2,3,0,3,1,0,1,230790,3,1310,0,0,0
